Latitude (decimal degrees):	-23.553
Longitude (decimal degrees):	-46.553
Elevation (m):	780
Radiation database:	PVGIS-SARAH3


Slope: 25 deg. (optimum)
Azimuth: -169 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0303,0.0,0.0,0.0,20.08,1.31,0.0
20230119:0403,0.0,0.0,0.0,19.74,1.1,0.0
20230119:0503,0.0,0.0,0.0,19.32,0.9,0.0
20230119:0603,0.0,0.0,0.0,19.15,0.83,0.0
20230119:0703,0.0,0.0,0.0,18.89,0.21,0.0
20230119:0803,0.0,0.0,0.0,18.72,0.0,0.0
20230119:0903,75.5,24.45,5.14,18.65,0.14,0.0
20230119:1003,1001.1,141.94,18.26,18.92,0.48,0.0
20230119:1103,1240.2,170.23,31.68,20.27,0.69,0.0
20230119:1203,3599.9,480.7,45.3,21.85,0.55,0.0
20230119:1303,6088.8,869.73,59.02,23.79,0.62,0.0
20230119:1403,5248.5,740.9,72.74,25.16,0.69,0.0
20230119:1503,6565.6,962.38,85.57,25.97,1.03,0.0
20230119:1603,5991.7,848.6,78.68,25.95,1.72,0.0
20230119:1703,5373.9,738.18,65.06,25.82,2.48,0.0
20230119:1803,1763.1,236.62,51.32,23.6,3.31,0.0
20230119:1903,1637.0,221.13,37.64,24.05,3.66,0.0
20230119:2003,1245.3,173.39,24.13,23.03,3.1,0.0
20230119:2103,354.5,59.63,10.86,21.38,2.41,0.0
20230119:2203,0.0,0.0,0.0,20.84,2.07,0.0
20230119:2303,0.0,0.0,0.0,20.39,1.72,0.0
20230120:0003,0.0,0.0,0.0,20.15,1.45,0.0
20230120:0103,0.0,0.0,0.0,19.99,1.59,0.0
20230120:0203,0.0,0.0,0.0,19.88,1.59,0.0
20230120:0303,0.0,0.0,0.0,19.58,0.97,0.0
20230120:0403,0.0,0.0,0.0,19.13,0.69,0.0
20230120:0503,0.0,0.0,0.0,18.59,0.9,0.0
20230120:0603,0.0,0.0,0.0,17.98,1.17,0.0
20230120:0703,0.0,0.0,0.0,18.29,1.03,0.0
20230120:0803,0.0,0.0,0.0,18.37,1.03,0.0
20230120:0903,92.5,25.74,4.99,18.45,1.03,0.0
20230120:1003,150.7,31.74,18.12,20.15,0.76,0.0
20230120:1103,413.5,67.33,31.55,21.33,1.52,0.0
20230120:1203,901.4,128.89,45.18,21.87,1.66,0.0
20230120:1303,3003.4,397.92,58.91,22.74,1.66,0.0
20230120:1403,2309.9,307.8,72.62,22.79,1.31,0.0
20230120:1503,3968.5,538.07,85.36,23.13,0.76,0.0
20230120:1603,3534.6,479.12,78.68,23.4,0.34,0.0
20230120:1703,1491.1,203.92,65.08,23.05,0.76,0.0
20230120:1803,979.2,139.47,51.34,23.0,0.97,0.0
20230120:1903,354.1,59.64,37.66,21.44,1.38,0.0
20230120:2003,183.8,36.55,24.13,20.91,1.24,0.0
20230120:2103,27.9,12.11,10.84,20.77,0.62,0.0
20230120:2203,0.0,0.0,0.0,20.55,0.34,0.0
20230120:2303,0.0,0.0,0.0,19.93,0.83,0.0
20230121:0003,0.0,0.0,0.0,19.51,0.9,0.0
20230121:0103,0.0,0.0,0.0,19.17,0.97,0.0
20230121:0203,0.0,0.0,0.0,18.79,1.1,0.0
20230121:0303,0.0,0.0,0.0,18.2,1.1,0.0
20230121:0403,0.0,0.0,0.0,17.77,1.24,0.0
20230121:0503,0.0,0.0,0.0,17.55,1.17,0.0
20230121:0603,0.0,0.0,0.0,17.65,1.1,0.0
20230121:0703,0.0,0.0,0.0,17.11,0.97,0.0
20230121:0803,0.0,0.0,0.0,17.37,1.1,0.0
20230121:0903,108.4,26.67,4.84,17.63,1.66,0.0
20230121:1003,1579.3,232.13,17.98,18.44,2.28,0.0
20230121:1103,2833.6,367.33,31.43,20.17,3.66,0.0
20230121:1203,3866.5,501.32,45.06,22.09,4.21,0.0
20230121:1303,5083.0,673.38,58.79,23.52,4.07,0.0
20230121:1403,4895.2,655.12,72.5,24.69,3.79,0.0
20230121:1503,6664.4,927.46,85.15,24.77,3.24,0.0
20230121:1603,6372.0,893.2,78.67,25.36,2.55,0.0
20230121:1703,5669.9,773.06,65.1,24.31,2.76,0.0
20230121:1803,4358.9,580.06,51.36,23.26,2.48,0.0
20230121:1903,3567.4,486.27,37.67,24.54,1.86,0.0
20230121:2003,1551.0,229.66,24.13,23.82,1.86,0.0
20230121:2103,240.0,44.72,10.83,23.26,1.79,0.0
20230121:2203,0.0,0.0,0.0,22.47,1.38,0.0
20230121:2303,0.0,0.0,0.0,21.67,0.9,0.0
20230122:0003,0.0,0.0,0.0,21.22,0.83,0.0
20230122:0103,0.0,0.0,0.0,20.71,1.17,0.0
20230122:0203,0.0,0.0,0.0,20.06,1.31,0.0
20230122:0303,0.0,0.0,0.0,19.55,1.66,0.0
20230122:0403,0.0,0.0,0.0,19.18,1.86,0.0
20230122:0503,0.0,0.0,0.0,19.14,2.14,0.0
20230122:0603,0.0,0.0,0.0,19.16,2.41,0.0
20230122:0703,0.0,0.0,0.0,19.27,2.69,0.0
20230122:0803,0.0,0.0,0.0,19.23,2.83,0.0
20230122:0903,0.0,3.85,4.69,19.38,3.17,0.0
20230122:1003,982.6,139.29,17.85,20.05,4.41,0.0
20230122:1103,2795.5,363.18,31.3,21.36,4.48,0.0
20230122:1203,4860.1,633.88,44.94,22.67,4.55,0.0
20230122:1303,5216.0,691.06,58.67,24.16,4.62,0.0
20230122:1403,6269.2,855.63,72.37,25.34,4.21,0.0
20230122:1503,6901.4,964.27,84.94,26.44,3.93,0.0
20230122:1603,6437.0,898.24,78.65,27.53,3.72,0.0
20230122:1703,4455.6,604.71,65.11,28.18,3.59,0.0
20230122:1803,4741.2,643.72,51.37,28.36,3.52,0.0
20230122:1903,3496.7,477.36,37.68,27.61,3.38,0.0
20230122:2003,1445.1,233.49,24.12,27.22,2.41,0.0
20230122:2103,421.3,69.88,10.81,26.68,1.31,0.0
20230122:2203,0.0,0.0,0.0,25.26,1.31,0.0
20230122:2303,0.0,0.0,0.0,23.59,1.45,0.0
20230123:0003,0.0,0.0,0.0,22.54,1.17,0.0
20230123:0103,0.0,0.0,0.0,22.44,0.9,0.0
20230123:0203,0.0,0.0,0.0,21.91,1.03,0.0
20230123:0303,0.0,0.0,0.0,21.41,1.1,0.0
20230123:0403,0.0,0.0,0.0,20.64,1.45,0.0
20230123:0503,0.0,0.0,0.0,20.3,1.66,0.0
20230123:0603,0.0,0.0,0.0,20.14,1.72,0.0
20230123:0703,0.0,0.0,0.0,19.95,1.66,0.0
20230123:0803,0.0,0.0,0.0,19.75,1.66,0.0
20230123:0903,81.3,23.31,4.53,19.57,1.59,0.0
20230123:1003,1483.9,221.35,17.71,21.67,1.45,0.0
20230123:1103,2828.8,374.88,31.17,23.48,2.62,0.0
20230123:1203,4424.7,585.56,44.82,24.27,3.31,0.0
20230123:1303,5779.1,780.6,58.56,24.59,3.59,0.0
20230123:1403,4068.2,542.1,72.25,25.21,3.52,0.0
20230123:1503,6916.9,969.16,84.72,25.35,3.31,0.0
20230123:1603,3498.2,466.92,78.62,25.75,3.17,0.0
20230123:1703,892.5,129.85,65.12,26.12,2.9,0.0
20230123:1803,1060.2,151.01,51.38,25.82,2.14,0.0
20230123:1903,582.9,90.42,37.68,25.3,1.45,0.0
20230123:2003,154.3,32.7,24.11,23.75,0.9,0.0
20230123:2103,27.6,12.11,10.79,22.53,0.76,0.0
20230123:2203,0.0,0.0,0.0,21.79,1.1,0.0
20230123:2303,0.0,0.0,0.0,21.29,1.17,0.0
20230124:0003,0.0,0.0,0.0,20.98,0.97,0.0
20230124:0103,0.0,0.0,0.0,20.52,0.9,0.0
20230124:0203,0.0,0.0,0.0,20.47,0.28,0.0
20230124:0303,0.0,0.0,0.0,20.19,0.76,0.0
20230124:0403,0.0,0.0,0.0,19.96,1.1,0.0
20230124:0503,0.0,0.0,0.0,19.77,1.31,0.0
20230124:0603,0.0,0.0,0.0,19.52,1.17,0.0
20230124:0703,0.0,0.0,0.0,19.48,1.24,0.0
20230124:0803,0.0,0.0,0.0,19.43,1.03,0.0
20230124:0903,79.1,21.0,4.38,19.47,0.97,0.0
20230124:1003,341.6,57.71,17.57,20.22,1.45,0.0
20230124:1103,1171.0,161.59,31.05,20.81,1.59,0.0
20230124:1203,2387.1,315.1,44.7,21.76,1.66,0.0
20230124:1303,1748.8,235.66,58.44,23.17,1.79,0.0
20230124:1403,4901.2,668.63,72.12,24.19,1.86,0.0
20230124:1503,6576.6,940.11,84.49,25.55,1.93,0.0
20230124:1603,6612.3,952.47,78.58,26.24,1.72,0.0
20230124:1703,4473.1,609.51,65.12,25.08,1.66,0.0
20230124:1803,5161.6,697.36,51.38,24.35,2.34,0.0
20230124:1903,1474.3,200.79,37.67,23.54,2.83,0.0
20230124:2003,175.3,35.59,24.1,22.87,2.9,0.0
20230124:2103,27.7,12.11,10.76,21.88,2.83,0.0
20230124:2203,0.0,0.0,0.0,20.84,2.41,0.0
20230124:2303,0.0,0.0,0.0,20.48,2.14,0.0
20230125:0003,0.0,0.0,0.0,20.33,1.79,0.0
20230125:0103,0.0,0.0,0.0,20.2,1.31,0.0
20230125:0203,0.0,0.0,0.0,20.18,0.97,0.0
20230125:0303,0.0,0.0,0.0,20.2,0.62,0.0
20230125:0403,0.0,0.0,0.0,19.86,0.34,0.0
20230125:0503,0.0,0.0,0.0,19.71,0.21,0.0
20230125:0603,0.0,0.0,0.0,19.64,0.07,0.0
20230125:0703,0.0,0.0,0.0,19.54,0.21,0.0
20230125:0803,0.0,0.0,0.0,19.49,0.14,0.0
20230125:0903,86.0,23.25,4.23,19.44,0.21,0.0
20230125:1003,1546.9,230.75,17.43,19.75,0.55,0.0
20230125:1103,3435.2,456.48,30.92,20.91,1.24,0.0
20230125:1203,4975.1,667.34,44.58,22.69,2.0,0.0
20230125:1303,5946.1,814.67,58.32,24.18,2.69,0.0
20230125:1403,6364.8,883.65,71.99,25.41,3.17,0.0
20230125:1503,6686.1,936.37,84.26,25.96,3.38,0.0
20230125:1603,7129.6,1004.36,78.53,26.19,3.52,0.0
20230125:1703,6325.4,871.43,65.12,26.39,3.66,0.0
20230125:1803,5446.1,733.27,51.38,26.21,3.93,0.0
20230125:1903,3461.1,465.07,37.67,25.64,3.66,0.0
20230125:2003,1516.7,242.52,24.08,24.76,3.79,0.0
20230125:2103,436.7,70.81,10.72,23.54,3.72,0.0
20230125:2203,0.0,0.0,0.0,22.13,3.52,0.0
20230125:2303,0.0,0.0,0.0,21.18,2.9,0.0
20230126:0003,0.0,0.0,0.0,20.4,2.48,0.0
20230126:0103,0.0,0.0,0.0,19.83,2.34,0.0
20230126:0203,0.0,0.0,0.0,19.44,2.21,0.0
20230126:0303,0.0,0.0,0.0,18.98,2.07,0.0
20230126:0403,0.0,0.0,0.0,18.52,1.93,0.0
20230126:0503,0.0,0.0,0.0,18.09,1.79,0.0
20230126:0603,0.0,0.0,0.0,17.65,1.66,0.0
20230126:0703,0.0,0.0,0.0,17.49,1.93,0.0
20230126:0803,0.0,0.0,0.0,17.26,1.86,0.0
20230126:0903,83.7,22.5,4.08,17.0,1.86,0.0
20230126:1003,1576.3,232.47,17.3,18.49,2.0,0.0
20230126:1103,3673.4,483.85,30.79,20.41,2.28,0.0
20230126:1203,5313.8,713.14,44.46,22.3,2.21,0.0
20230126:1303,6586.5,922.94,58.21,23.99,2.14,0.0
20230126:1403,7152.1,1031.35,71.85,25.23,2.14,0.0
20230126:1503,7647.9,1114.98,84.03,26.03,2.62,0.0
20230126:1603,7465.8,1074.09,78.47,26.59,3.03,0.0
20230126:1703,6662.6,918.46,65.1,26.12,3.93,0.0
20230126:1803,5660.3,752.5,51.37,24.97,4.83,0.0
20230126:1903,3680.1,491.94,37.65,25.05,4.55,0.0
20230126:2003,1550.2,246.88,24.06,24.02,4.41,0.0
20230126:2103,381.0,63.35,10.68,22.69,3.72,0.0
20230126:2203,0.0,0.0,0.0,21.03,2.97,0.0
20230126:2303,0.0,0.0,0.0,19.72,2.48,0.0
20230127:0003,0.0,0.0,0.0,18.77,2.14,0.0
20230127:0103,0.0,0.0,0.0,17.91,1.93,0.0
20230127:0203,0.0,0.0,0.0,17.09,1.79,0.0
20230127:0303,0.0,0.0,0.0,16.52,1.79,0.0
20230127:0403,0.0,0.0,0.0,16.28,1.86,0.0
20230127:0503,0.0,0.0,0.0,16.01,1.66,0.0
20230127:0603,0.0,0.0,0.0,15.74,1.38,0.0
20230127:0703,0.0,0.0,0.0,16.15,1.24,0.0
20230127:0803,0.0,0.0,0.0,16.28,1.17,0.0
20230127:0903,78.0,21.0,3.93,16.48,1.03,0.0
20230127:1003,957.9,136.02,17.16,18.49,1.59,0.0
20230127:1103,1619.6,216.52,30.67,20.47,2.0,0.0
20230127:1203,4938.6,660.65,44.34,22.29,2.0,0.0
20230127:1303,6501.9,917.2,58.09,23.8,1.66,0.0
20230127:1403,7001.6,1025.67,71.72,25.06,1.31,0.0
20230127:1503,6778.0,992.76,83.79,26.05,1.38,0.0
20230127:1603,6936.0,1004.23,78.4,26.34,2.0,0.0
20230127:1703,6539.1,918.31,65.08,26.35,2.69,0.0
20230127:1803,5250.0,705.84,51.36,25.68,3.59,0.0
20230127:1903,3312.0,443.86,37.64,25.47,3.38,0.0
20230127:2003,1518.4,212.77,24.03,24.43,3.72,0.0
20230127:2103,69.3,19.57,10.64,23.37,3.52,0.0
20230127:2203,0.0,0.0,0.0,22.11,3.1,0.0
20230127:2303,0.0,0.0,0.0,21.3,2.48,0.0
20230128:0003,0.0,0.0,0.0,20.73,2.28,0.0
20230128:0103,0.0,0.0,0.0,20.28,1.93,0.0
20230128:0203,0.0,0.0,0.0,19.94,1.72,0.0
20230128:0303,0.0,0.0,0.0,19.72,1.52,0.0
20230128:0403,0.0,0.0,0.0,19.36,1.31,0.0
20230128:0503,0.0,0.0,0.0,19.05,0.83,0.0
20230128:0603,0.0,0.0,0.0,19.25,0.55,0.0
20230128:0703,0.0,0.0,0.0,18.75,1.1,0.0
20230128:0803,0.0,0.0,0.0,19.57,0.69,0.0
20230128:0903,69.9,20.19,3.78,19.75,0.07,0.0
20230128:1003,1269.5,184.54,17.02,20.61,0.21,0.0
20230128:1103,3512.1,474.97,30.54,22.32,0.48,0.0
20230128:1203,5007.4,689.36,44.23,23.94,0.76,0.0
20230128:1303,4055.3,558.54,57.97,25.27,0.34,0.0
20230128:1403,5430.8,786.23,71.58,26.33,0.14,0.0
20230128:1503,6197.8,929.73,83.54,26.53,0.0,0.0
20230128:1603,2946.1,401.03,78.32,25.54,0.34,0.0
20230128:1703,3473.9,470.84,65.06,25.44,1.1,0.0
20230128:1803,824.7,121.2,51.34,24.97,0.83,0.0
20230128:1903,473.6,75.99,37.61,24.0,0.48,0.0
20230128:2003,154.8,32.7,24.0,23.16,0.76,0.0
20230128:2103,27.5,12.11,10.59,22.7,0.97,0.0
20230128:2203,0.0,0.0,0.0,22.24,0.69,0.0
20230128:2303,0.0,0.0,0.0,21.75,0.76,0.0
20230129:0003,0.0,0.0,0.0,21.2,1.31,0.0
20230129:0103,0.0,0.0,0.0,20.68,0.9,0.0
20230129:0203,0.0,0.0,0.0,20.47,0.62,0.0
20230129:0303,0.0,0.0,0.0,19.77,1.24,0.0
20230129:0403,0.0,0.0,0.0,19.71,1.03,0.0
20230129:0503,0.0,0.0,0.0,19.49,0.97,0.0
20230129:0603,0.0,0.0,0.0,19.22,0.97,0.0
20230129:0703,0.0,0.0,0.0,19.54,2.0,0.0
20230129:0803,0.0,0.0,0.0,19.73,2.07,0.0
20230129:0903,55.6,17.13,3.63,19.8,2.0,0.0
20230129:1003,1486.2,224.36,16.89,21.01,1.79,0.0
20230129:1103,3610.5,478.28,30.42,22.71,2.97,0.0
20230129:1203,4956.2,653.57,44.11,24.06,4.07,0.0
20230129:1303,5449.0,730.57,57.85,24.93,4.0,0.0
20230129:1403,5994.8,818.61,71.45,26.07,4.07,0.0
20230129:1503,5328.3,723.41,83.29,26.44,4.0,0.0
20230129:1603,5249.9,714.21,78.23,26.61,3.72,0.0
20230129:1703,3575.4,477.48,65.03,26.54,3.59,0.0
20230129:1803,564.7,88.49,51.32,26.91,3.03,0.0
20230129:1903,374.5,63.48,37.58,26.28,2.48,0.0
20230129:2003,698.8,104.84,23.96,24.58,1.72,0.0
20230129:2103,385.1,64.29,10.54,23.51,0.69,0.0
20230129:2203,0.0,0.0,0.0,22.75,1.66,0.0
20230129:2303,0.0,0.0,0.0,22.24,1.45,0.0
20230130:0003,0.0,0.0,0.0,21.9,1.72,0.0
20230130:0103,0.0,0.0,0.0,21.41,1.86,0.0
20230130:0203,0.0,0.0,0.0,20.98,1.86,0.0
20230130:0303,0.0,0.0,0.0,20.62,2.07,0.0
20230130:0403,0.0,0.0,0.0,20.14,2.0,0.0
20230130:0503,0.0,0.0,0.0,19.77,1.93,0.0
20230130:0603,0.0,0.0,0.0,19.62,2.14,0.0
20230130:0703,0.0,0.0,0.0,19.77,3.03,0.0
20230130:0803,0.0,0.0,0.0,19.51,3.03,0.0
20230130:0903,50.3,16.94,3.48,19.5,3.03,0.0
20230130:1003,544.1,83.6,16.75,20.24,3.17,0.0
20230130:1103,2352.1,306.93,30.29,21.62,4.76,0.0
20230130:1203,3096.3,400.17,43.99,22.38,5.17,0.0
20230130:1303,4978.1,651.49,57.73,23.09,5.03,0.0
20230130:1403,3831.6,500.95,71.31,23.57,4.83,0.0
20230130:1503,3603.2,473.18,83.04,24.23,4.62,0.0
20230130:1603,5032.4,674.61,78.13,24.86,3.93,0.0
20230130:1703,5942.3,811.87,64.99,25.88,3.52,0.0
20230130:1803,5035.3,681.89,51.29,25.92,2.69,0.0
20230130:1903,3467.1,465.47,37.55,24.95,3.1,0.0
20230130:2003,1537.1,234.95,23.91,23.53,1.79,0.0
20230130:2103,22.8,11.18,10.48,23.3,1.03,0.0
20230130:2203,0.0,0.0,0.0,22.89,0.69,0.0
20230130:2303,0.0,0.0,0.0,22.31,1.17,0.0
20230131:0003,0.0,0.0,0.0,21.79,1.66,0.0
20230131:0103,0.0,0.0,0.0,21.31,1.86,0.0
20230131:0203,0.0,0.0,0.0,20.92,1.93,0.0
20230131:0303,0.0,0.0,0.0,20.59,1.93,0.0
20230131:0403,0.0,0.0,0.0,20.27,1.93,0.0
20230131:0503,0.0,0.0,0.0,20.0,1.93,0.0
20230131:0603,0.0,0.0,0.0,19.91,2.07,0.0
20230131:0703,0.0,0.0,0.0,20.19,2.69,0.0
20230131:0803,0.0,0.0,0.0,20.16,2.9,0.0
20230131:0903,55.2,17.51,3.33,20.11,2.69,0.0
20230131:1003,1255.3,182.18,16.62,20.77,2.48,0.0
20230131:1103,2772.8,363.12,30.17,21.84,3.31,0.0
20230131:1203,3639.1,474.02,43.87,23.47,4.34,0.0
20230131:1303,4566.2,602.61,57.61,24.39,4.34,0.0
20230131:1403,5734.0,777.39,71.16,24.99,3.79,0.0
20230131:1503,5820.6,797.69,82.78,26.17,3.72,0.0
20230131:1603,4997.5,679.99,78.02,26.12,3.1,0.0
20230131:1703,4053.0,540.31,64.94,25.92,3.79,0.0
20230131:1803,4762.3,640.56,51.25,24.55,2.41,0.0
20230131:1903,1132.7,160.63,37.51,26.33,1.86,0.0
20230131:2003,326.6,56.75,23.87,24.41,0.41,0.0
20230131:2103,22.6,11.18,10.42,24.12,0.69,0.0
20230131:2203,0.0,0.0,0.0,23.37,0.55,0.0
20230131:2303,0.0,0.0,0.0,22.76,1.03,0.0
20230201:0003,0.0,0.0,0.0,22.31,1.31,0.0
20230201:0103,0.0,0.0,0.0,22.01,1.38,0.0
20230201:0203,0.0,0.0,0.0,21.68,1.45,0.0
20230201:0303,0.0,0.0,0.0,21.48,1.38,0.0
20230201:0403,0.0,0.0,0.0,21.21,1.45,0.0
20230201:0503,0.0,0.0,0.0,21.26,1.38,0.0
20230201:0603,0.0,0.0,0.0,21.28,1.59,0.0
20230201:0703,0.0,0.0,0.0,20.36,1.66,0.0
20230201:0803,0.0,0.0,0.0,20.08,1.79,0.0
20230201:0903,25.2,11.54,3.18,19.97,1.79,0.0
20230201:1003,499.6,77.91,16.48,20.0,1.66,0.0
20230201:1103,1659.8,221.79,30.05,20.37,1.59,0.0
20230201:1203,3271.4,428.39,43.76,21.03,1.72,0.0
20230201:1303,4789.1,635.71,57.49,22.15,2.69,0.0
20230201:1403,6054.4,825.53,71.02,23.1,2.97,0.0
20230201:1503,4944.8,663.43,82.51,23.35,2.97,0.0
20230201:1603,4823.0,647.66,77.9,23.79,2.9,0.0
20230201:1703,5391.4,732.93,64.89,23.86,2.41,0.0
20230201:1803,3631.9,483.14,51.21,23.93,2.14,0.0
20230201:1903,2020.4,273.29,37.47,25.99,2.34,0.0
20230201:2003,567.2,88.49,23.81,25.67,1.72,0.0
20230201:2103,22.6,11.18,10.35,24.29,1.17,0.0
20230201:2203,0.0,0.0,0.0,23.39,1.03,0.0
20230201:2303,0.0,0.0,0.0,22.68,1.24,0.0
20230202:0003,0.0,0.0,0.0,22.09,1.52,0.0
20230202:0103,0.0,0.0,0.0,21.74,1.66,0.0
20230202:0203,0.0,0.0,0.0,21.42,1.66,0.0
20230202:0303,0.0,0.0,0.0,21.32,1.45,0.0
20230202:0403,0.0,0.0,0.0,21.12,1.24,0.0
20230202:0503,0.0,0.0,0.0,20.96,1.24,0.0
20230202:0603,0.0,0.0,0.0,20.79,1.17,0.0
20230202:0703,0.0,0.0,0.0,20.78,2.14,0.0
20230202:0803,0.0,0.0,0.0,20.82,2.14,0.0
20230202:0903,11.3,8.66,3.03,20.81,2.0,0.0
20230202:1003,1408.9,211.89,16.35,21.27,1.79,0.0
20230202:1103,3120.6,412.88,29.92,22.15,2.07,0.0
20230202:1203,4836.2,640.14,43.64,22.93,2.9,0.0
20230202:1303,5958.4,804.36,57.37,23.6,3.38,0.0
20230202:1403,6641.6,907.21,70.87,24.26,4.07,0.0
20230202:1503,6854.2,941.15,82.25,24.6,4.28,0.0
20230202:1603,5395.5,723.8,77.77,24.23,4.0,0.0
20230202:1703,4331.5,573.45,64.82,23.61,3.45,0.0
20230202:1803,5279.1,705.39,51.16,24.18,3.24,0.0
20230202:1903,3090.3,422.48,37.42,26.86,1.24,0.0
20230202:2003,145.9,31.74,23.76,25.98,0.62,0.0
20230202:2103,304.7,54.04,10.28,25.45,0.41,0.0
20230202:2203,0.0,0.0,0.0,24.37,1.31,0.0
20230202:2303,0.0,0.0,0.0,23.45,1.86,0.0
20230203:0003,0.0,0.0,0.0,22.85,2.07,0.0
20230203:0103,0.0,0.0,0.0,22.46,2.34,0.0
20230203:0203,0.0,0.0,0.0,22.18,2.76,0.0
20230203:0303,0.0,0.0,0.0,21.81,2.62,0.0
20230203:0403,0.0,0.0,0.0,21.64,2.69,0.0
20230203:0503,0.0,0.0,0.0,21.52,2.76,0.0
20230203:0603,0.0,0.0,0.0,21.48,2.69,0.0
20230203:0703,0.0,0.0,0.0,20.73,3.59,0.0
20230203:0803,0.0,0.0,0.0,20.8,3.31,0.0
20230203:0903,0.0,3.85,2.88,20.89,3.24,0.0
20230203:1003,689.2,102.68,16.22,21.19,3.03,0.0
20230203:1103,1141.1,157.79,29.8,21.53,3.24,0.0
20230203:1203,1790.7,238.67,43.52,22.82,4.0,0.0
20230203:1303,3916.8,512.3,57.25,23.32,4.21,0.0
20230203:1403,4325.5,569.13,70.72,24.36,4.9,0.0
20230203:1503,6335.0,854.89,81.97,25.04,5.24,0.0
20230203:1603,7092.3,965.95,77.62,25.48,5.45,0.0
20230203:1703,3884.3,513.12,64.76,26.17,5.24,0.0
20230203:1803,1779.3,240.47,51.11,26.17,4.83,0.0
20230203:1903,3578.3,479.08,37.37,26.62,4.97,0.0
20230203:2003,1524.5,238.84,23.69,26.59,4.55,0.0
20230203:2103,22.3,11.18,10.2,26.06,3.79,0.0
20230203:2203,0.0,0.0,0.0,24.91,3.93,0.0
20230203:2303,0.0,0.0,0.0,23.97,3.93,0.0
20230204:0003,0.0,0.0,0.0,23.31,3.59,0.0
20230204:0103,0.0,0.0,0.0,23.06,3.17,0.0
20230204:0203,0.0,0.0,0.0,23.02,3.1,0.0
20230204:0303,0.0,0.0,0.0,22.9,3.24,0.0
20230204:0403,0.0,0.0,0.0,22.67,3.38,0.0
20230204:0503,0.0,0.0,0.0,22.39,3.72,0.0
20230204:0603,0.0,0.0,0.0,22.17,4.07,0.0
20230204:0703,0.0,0.0,0.0,21.08,5.1,0.0
20230204:0803,0.0,0.0,0.0,20.89,5.17,0.0
20230204:0903,0.0,2.89,2.73,20.84,5.1,0.0
20230204:1003,157.2,32.7,16.09,20.79,5.1,0.0
20230204:1103,832.5,119.27,29.68,21.08,5.31,0.0
20230204:1203,940.9,132.74,43.4,21.61,5.86,0.0
20230204:1303,3723.5,478.82,57.13,23.22,7.52,0.0
20230204:1403,1452.8,197.18,70.57,24.73,8.0,0.0
20230204:1503,5551.6,730.92,81.7,25.84,7.79,0.0
20230204:1603,5135.7,680.47,77.47,26.79,6.9,0.0
20230204:1703,4109.2,540.6,64.68,26.78,6.76,0.0
20230204:1803,3444.9,454.88,51.05,26.13,4.76,0.0
20230204:1903,1085.4,153.9,37.31,26.85,5.66,0.0
20230204:2003,1468.9,207.11,23.62,25.28,4.28,0.0
20230204:2103,22.6,11.18,10.12,24.46,2.9,0.0
20230204:2203,0.0,0.0,0.0,23.63,2.83,0.0
20230204:2303,0.0,0.0,0.0,22.94,2.76,0.0
20230205:0003,0.0,0.0,0.0,22.35,3.03,0.0
20230205:0103,0.0,0.0,0.0,21.88,3.1,0.0
20230205:0203,0.0,0.0,0.0,21.53,3.17,0.0
20230205:0303,0.0,0.0,0.0,21.32,3.24,0.0
20230205:0403,0.0,0.0,0.0,21.08,3.31,0.0
20230205:0503,0.0,0.0,0.0,20.89,3.17,0.0
20230205:0603,0.0,0.0,0.0,20.68,3.17,0.0
20230205:0703,0.0,0.0,0.0,20.8,3.1,0.0
20230205:0803,0.0,0.0,0.0,20.49,3.24,0.0
20230205:0903,27.5,12.1,2.59,20.35,3.17,0.0
20230205:1003,1063.0,153.78,15.95,20.96,3.38,0.0
20230205:1103,2761.9,359.38,29.56,22.17,5.1,0.0
20230205:1203,3301.3,429.23,43.29,23.53,4.76,0.0
20230205:1303,4516.7,595.84,57.01,24.56,4.41,0.0
20230205:1403,4912.9,656.67,70.41,25.33,4.21,0.0
20230205:1503,4589.4,613.0,81.42,25.51,4.14,0.0
20230205:1603,5651.3,769.11,77.3,25.64,3.72,0.0
20230205:1703,4210.2,553.14,64.6,24.05,4.62,0.0
20230205:1803,1934.4,256.73,50.98,22.58,3.52,0.0
20230205:1903,785.8,115.43,37.24,24.3,3.17,0.0
20230205:2003,147.7,31.74,23.55,24.09,2.69,0.0
20230205:2103,22.7,11.18,10.03,23.89,1.86,0.0
20230205:2203,0.0,0.0,0.0,23.24,1.86,0.0
20230205:2303,0.0,0.0,0.0,22.73,1.79,0.0
20230206:0003,0.0,0.0,0.0,22.27,1.72,0.0
20230206:0103,0.0,0.0,0.0,21.71,1.93,0.0
20230206:0203,0.0,0.0,0.0,21.61,2.14,0.0
20230206:0303,0.0,0.0,0.0,21.42,2.55,0.0
20230206:0403,0.0,0.0,0.0,21.28,2.83,0.0
20230206:0503,0.0,0.0,0.0,21.08,2.83,0.0
20230206:0603,0.0,0.0,0.0,20.76,2.62,0.0
20230206:0703,0.0,0.0,0.0,20.42,2.76,0.0
20230206:0803,0.0,0.0,0.0,20.15,2.55,0.0
20230206:0903,19.3,10.4,2.44,19.93,2.34,0.0
20230206:1003,1429.5,216.29,15.82,20.83,2.41,0.0
